id,created,project_id,task_id,user_id,user_ip,finish_time,info_0_value,info_0_question
206290,2023-05-23T11:25:50.406091,728,266542,,190.62.103.252,2023-05-23T11:25:50.827643,Edible,Is this mushroom classified as edible or non-edible?
206291,2023-05-23T11:25:51.009016,728,266557,,190.62.103.252,2023-05-23T11:25:51.359660,Non-edible,Is this mushroom classified as edible or non-edible?
206292,2023-05-23T11:25:51.561292,728,266568,,190.62.103.252,2023-05-23T11:25:55.431097,Edible,Is this mushroom classified as edible or non-edible?
206293,2023-05-23T11:25:55.693852,728,266576,,190.62.103.252,2023-05-23T11:25:56.337103,Non-edible,Is this mushroom classified as edible or non-edible?
206294,2023-05-23T11:25:56.538224,728,266581,,190.62.103.252,2023-05-23T11:25:57.159023,Edible,Is this mushroom classified as edible or non-edible?
206295,2023-05-23T11:25:57.477656,728,266587,,190.62.103.252,2023-05-23T11:25:57.925357,Non-edible,Is this mushroom classified as edible or non-edible?
206296,2023-05-23T11:25:58.118666,728,266592,,190.62.103.252,2023-05-23T11:25:58.553870,Edible,Is this mushroom classified as edible or non-edible?
206297,2023-05-23T11:25:58.752124,728,266598,,190.62.103.252,2023-05-23T11:25:59.203061,Non-edible,Is this mushroom classified as edible or non-edible?
206298,2023-05-23T11:25:59.381445,728,266603,,190.62.103.252,2023-05-23T11:25:59.782805,Non-edible,Is this mushroom classified as edible or non-edible?
206299,2023-05-23T11:26:00.031434,728,266606,,190.62.103.252,2023-05-23T11:26:00.388737,Non-edible,Is this mushroom classified as edible or non-edible?
206300,2023-05-23T11:26:00.599092,728,266611,,190.62.103.252,2023-05-23T11:26:01.073013,Non-edible,Is this mushroom classified as edible or non-edible?
206301,2023-05-23T11:26:01.347293,728,266617,,190.62.103.252,2023-05-23T11:26:01.631155,Edible,Is this mushroom classified as edible or non-edible?
206302,2023-05-23T11:26:01.895278,728,266625,,190.62.103.252,2023-05-23T11:26:02.198729,Non-edible,Is this mushroom classified as edible or non-edible?
206303,2023-05-23T11:26:02.440968,728,266632,,190.62.103.252,2023-05-23T11:26:02.736806,I don't know,Is this mushroom classified as edible or non-edible?
206304,2023-05-23T11:26:03.082027,728,266635,,190.62.103.252,2023-05-23T11:26:03.418899,I don't know,Is this mushroom classified as edible or non-edible?
206305,2023-05-23T11:26:03.984029,728,266643,,190.62.103.252,2023-05-23T11:26:04.563157,Edible,Is this mushroom classified as edible or non-edible?
206306,2023-05-23T11:26:04.882746,728,266650,,190.62.103.252,2023-05-23T11:26:05.041919,Edible,Is this mushroom classified as edible or non-edible?
206307,2023-05-23T11:26:05.320219,728,266657,,190.62.103.252,2023-05-23T11:26:05.911895,Edible,Is this mushroom classified as edible or non-edible?
206308,2023-05-23T11:26:06.228277,728,266664,,190.62.103.252,2023-05-23T11:26:06.406632,Non-edible,Is this mushroom classified as edible or non-edible?
206309,2023-05-23T11:26:06.638552,728,266671,,190.62.103.252,2023-05-23T11:26:07.140651,Non-edible,Is this mushroom classified as edible or non-edible?
206310,2023-05-23T11:26:07.399629,728,266679,,190.62.103.252,2023-05-23T11:26:08.009007,Non-edible,Is this mushroom classified as edible or non-edible?
206311,2023-05-23T11:26:08.199360,728,266684,,190.62.103.252,2023-05-23T11:26:08.694737,Non-edible,Is this mushroom classified as edible or non-edible?
206312,2023-05-23T11:26:08.888586,728,266687,,190.62.103.252,2023-05-23T11:26:09.272349,Edible,Is this mushroom classified as edible or non-edible?
206313,2023-05-23T11:26:09.467587,728,266691,,190.62.103.252,2023-05-23T11:26:14.482059,Non-edible,Is this mushroom classified as edible or non-edible?
206314,2023-05-23T11:26:14.651385,728,266694,,190.62.103.252,2023-05-23T11:26:17.225467,Non-edible,Is this mushroom classified as edible or non-edible?
206315,2023-05-23T11:26:17.410284,728,266698,,190.62.103.252,2023-05-23T11:26:19.618849,Non-edible,Is this mushroom classified as edible or non-edible?
206316,2023-05-23T11:26:19.807201,728,266702,,190.62.103.252,2023-05-23T11:26:22.894980,Non-edible,Is this mushroom classified as edible or non-edible?
206317,2023-05-23T11:26:23.071051,728,266706,,190.62.103.252,2023-05-23T11:26:25.670226,Edible,Is this mushroom classified as edible or non-edible?
206318,2023-05-23T11:26:25.850212,728,266710,,190.62.103.252,2023-05-23T11:26:26.724202,Edible,Is this mushroom classified as edible or non-edible?
206319,2023-05-23T11:26:26.923649,728,266714,,190.62.103.252,2023-05-23T11:26:27.437607,Edible,Is this mushroom classified as edible or non-edible?
206320,2023-05-23T11:26:27.641540,728,266717,,190.62.103.252,2023-05-23T11:26:28.060783,Non-edible,Is this mushroom classified as edible or non-edible?
206321,2023-05-23T11:26:28.338808,728,266721,,190.62.103.252,2023-05-23T11:26:28.722773,Edible,Is this mushroom classified as edible or non-edible?
206322,2023-05-23T11:26:28.946720,728,266725,,190.62.103.252,2023-05-23T11:26:29.310106,I don't know,Is this mushroom classified as edible or non-edible?
206323,2023-05-23T11:26:29.516758,728,266729,,190.62.103.252,2023-05-23T11:26:29.939980,I don't know,Is this mushroom classified as edible or non-edible?
206324,2023-05-23T11:26:30.162879,728,266733,,190.62.103.252,2023-05-23T11:26:30.574605,Non-edible,Is this mushroom classified as edible or non-edible?
206325,2023-05-23T11:26:30.781328,728,266737,,190.62.103.252,2023-05-23T11:26:31.441786,Edible,Is this mushroom classified as edible or non-edible?
206326,2023-05-23T11:26:31.651931,728,266741,,190.62.103.252,2023-05-23T11:26:32.146016,Non-edible,Is this mushroom classified as edible or non-edible?
206327,2023-05-23T11:26:32.476310,728,266745,,190.62.103.252,2023-05-23T11:26:32.877598,Non-edible,Is this mushroom classified as edible or non-edible?
206328,2023-05-23T11:26:33.421317,728,266748,,190.62.103.252,2023-05-23T11:26:33.568283,Edible,Is this mushroom classified as edible or non-edible?
206329,2023-05-23T11:26:33.794935,728,266751,,190.62.103.252,2023-05-23T11:26:34.381263,Non-edible,Is this mushroom classified as edible or non-edible?
206330,2023-05-23T11:26:34.603745,728,266754,,190.62.103.252,2023-05-23T11:26:34.993127,Non-edible,Is this mushroom classified as edible or non-edible?
206331,2023-05-23T11:26:35.226375,728,266758,,190.62.103.252,2023-05-23T11:26:35.668373,Edible,Is this mushroom classified as edible or non-edible?
206332,2023-05-23T11:26:35.876745,728,266762,,190.62.103.252,2023-05-23T11:26:36.355443,Non-edible,Is this mushroom classified as edible or non-edible?
206333,2023-05-23T11:26:36.623349,728,266766,,190.62.103.252,2023-05-23T11:26:36.964067,Non-edible,Is this mushroom classified as edible or non-edible?
206334,2023-05-23T11:26:37.192576,728,266770,,190.62.103.252,2023-05-23T11:26:37.613016,Edible,Is this mushroom classified as edible or non-edible?
206335,2023-05-23T11:26:37.828249,728,266774,,190.62.103.252,2023-05-23T11:26:38.256928,Non-edible,Is this mushroom classified as edible or non-edible?
206336,2023-05-23T11:26:38.463523,728,266778,,190.62.103.252,2023-05-23T11:26:38.886070,I don't know,Is this mushroom classified as edible or non-edible?
206337,2023-05-23T11:26:39.099297,728,266782,,190.62.103.252,2023-05-23T11:26:39.548114,Non-edible,Is this mushroom classified as edible or non-edible?
206338,2023-05-23T11:26:40.053978,728,266513,,190.62.103.252,2023-05-23T11:26:40.170468,Edible,Is this mushroom classified as edible or non-edible?
206339,2023-05-23T11:26:40.558469,728,266551,,190.62.103.252,2023-05-23T11:26:40.744874,Non-edible,Is this mushroom classified as edible or non-edible?
206340,2023-05-23T11:26:40.923708,728,266572,,190.62.103.252,2023-05-23T11:26:41.452442,Non-edible,Is this mushroom classified as edible or non-edible?
206341,2023-05-23T11:26:41.694481,728,266584,,190.62.103.252,2023-05-23T11:26:42.117572,Non-edible,Is this mushroom classified as edible or non-edible?
206342,2023-05-23T11:26:42.301504,728,266596,,190.62.103.252,2023-05-23T11:26:42.719949,Non-edible,Is this mushroom classified as edible or non-edible?
206343,2023-05-23T11:26:42.901657,728,266604,,190.62.103.252,2023-05-23T11:26:46.390226,Edible,Is this mushroom classified as edible or non-edible?
206344,2023-05-23T11:26:46.581040,728,266613,,190.62.103.252,2023-05-23T11:26:46.972556,Edible,Is this mushroom classified as edible or non-edible?
206345,2023-05-23T11:26:47.166270,728,266628,,190.62.103.252,2023-05-23T11:26:47.647549,Non-edible,Is this mushroom classified as edible or non-edible?
206346,2023-05-23T11:26:47.836880,728,266637,,190.62.103.252,2023-05-23T11:26:48.204575,Edible,Is this mushroom classified as edible or non-edible?
206347,2023-05-23T11:26:48.405817,728,266646,,190.62.103.252,2023-05-23T11:26:48.804381,Non-edible,Is this mushroom classified as edible or non-edible?
206348,2023-05-23T11:26:49.016598,728,266661,,190.62.103.252,2023-05-23T11:26:49.348880,Edible,Is this mushroom classified as edible or non-edible?
206349,2023-05-23T11:26:49.546480,728,266675,,190.62.103.252,2023-05-23T11:26:49.907646,Non-edible,Is this mushroom classified as edible or non-edible?
206350,2023-05-23T11:26:50.115003,728,266686,,190.62.103.252,2023-05-23T11:26:50.473062,Edible,Is this mushroom classified as edible or non-edible?
206351,2023-05-23T11:26:50.678669,728,266692,,190.62.103.252,2023-05-23T11:26:51.112932,Non-edible,Is this mushroom classified as edible or non-edible?
206352,2023-05-23T11:26:51.320721,728,266700,,190.62.103.252,2023-05-23T11:26:51.763485,Edible,Is this mushroom classified as edible or non-edible?
206353,2023-05-23T11:26:51.973982,728,266708,,190.62.103.252,2023-05-23T11:26:52.312168,Edible,Is this mushroom classified as edible or non-edible?
206354,2023-05-23T11:26:52.581186,728,266715,,190.62.103.252,2023-05-23T11:26:52.813791,Edible,Is this mushroom classified as edible or non-edible?
206355,2023-05-23T11:26:53.020400,728,266723,,190.62.103.252,2023-05-23T11:26:53.389029,Non-edible,Is this mushroom classified as edible or non-edible?
206356,2023-05-23T11:26:53.589970,728,266731,,190.62.103.252,2023-05-23T11:26:53.924827,Non-edible,Is this mushroom classified as edible or non-edible?
206357,2023-05-23T11:26:54.124453,728,266739,,190.62.103.252,2023-05-23T11:26:54.452627,Non-edible,Is this mushroom classified as edible or non-edible?
206358,2023-05-23T11:26:54.659657,728,266747,,190.62.103.252,2023-05-23T11:26:54.975404,Non-edible,Is this mushroom classified as edible or non-edible?
206359,2023-05-23T11:26:55.179007,728,266752,,190.62.103.252,2023-05-23T11:26:55.610484,Edible,Is this mushroom classified as edible or non-edible?
206360,2023-05-23T11:26:55.817093,728,266760,,190.62.103.252,2023-05-23T11:26:56.243413,Non-edible,Is this mushroom classified as edible or non-edible?
206361,2023-05-23T11:26:56.449766,728,266768,,190.62.103.252,2023-05-23T11:26:56.834865,Edible,Is this mushroom classified as edible or non-edible?
206362,2023-05-23T11:26:57.042990,728,266776,,190.62.103.252,2023-05-23T11:26:57.362598,Non-edible,Is this mushroom classified as edible or non-edible?
206363,2023-05-23T11:26:57.803676,728,266534,,190.62.103.252,2023-05-23T11:26:57.898349,I don't know,Is this mushroom classified as edible or non-edible?
206364,2023-05-23T11:26:58.126972,728,266579,,190.62.103.252,2023-05-23T11:26:58.499378,I don't know,Is this mushroom classified as edible or non-edible?
206365,2023-05-23T11:26:58.762427,728,266599,,190.62.103.252,2023-05-23T11:26:59.017685,Non-edible,Is this mushroom classified as edible or non-edible?
206366,2023-05-23T11:26:59.193098,728,266621,,190.62.103.252,2023-05-23T11:26:59.658868,Non-edible,Is this mushroom classified as edible or non-edible?
206367,2023-05-23T11:26:59.826306,728,266641,,190.62.103.252,2023-05-23T11:27:00.186180,Non-edible,Is this mushroom classified as edible or non-edible?
206368,2023-05-23T11:27:00.362059,728,266668,,190.62.103.252,2023-05-23T11:27:00.762909,Edible,Is this mushroom classified as edible or non-edible?
206369,2023-05-23T11:27:00.945774,728,266689,,190.62.103.252,2023-05-23T11:27:01.331487,Edible,Is this mushroom classified as edible or non-edible?
206370,2023-05-23T11:27:01.519450,728,266704,,190.62.103.252,2023-05-23T11:27:01.849080,Edible,Is this mushroom classified as edible or non-edible?
206371,2023-05-23T11:27:02.099387,728,266719,,190.62.103.252,2023-05-23T11:27:02.369232,Edible,Is this mushroom classified as edible or non-edible?
206372,2023-05-23T11:27:02.564877,728,266735,,190.62.103.252,2023-05-23T11:27:02.854891,Edible,Is this mushroom classified as edible or non-edible?
206373,2023-05-23T11:27:03.053615,728,266749,,190.62.103.252,2023-05-23T11:27:03.435954,Non-edible,Is this mushroom classified as edible or non-edible?
206374,2023-05-23T11:27:03.643971,728,266764,,190.62.103.252,2023-05-23T11:27:04.033166,Non-edible,Is this mushroom classified as edible or non-edible?
206375,2023-05-23T11:27:04.335656,728,266780,,190.62.103.252,2023-05-23T11:27:04.531783,Non-edible,Is this mushroom classified as edible or non-edible?
206376,2023-05-23T11:27:04.974399,728,266561,,190.62.103.252,2023-05-23T11:27:05.054153,I don't know,Is this mushroom classified as edible or non-edible?
206377,2023-05-23T11:27:05.283057,728,266610,,190.62.103.252,2023-05-23T11:27:05.622778,Non-edible,Is this mushroom classified as edible or non-edible?
206378,2023-05-23T11:27:05.788203,728,266653,,190.62.103.252,2023-05-23T11:27:06.325577,Edible,Is this mushroom classified as edible or non-edible?
206379,2023-05-23T11:27:06.568912,728,266696,,190.62.103.252,2023-05-23T11:27:06.978720,Non-edible,Is this mushroom classified as edible or non-edible?
206380,2023-05-23T11:27:07.143993,728,266727,,190.62.103.252,2023-05-23T11:27:07.555379,I don't know,Is this mushroom classified as edible or non-edible?
206381,2023-05-23T11:27:07.780763,728,266756,,190.62.103.252,2023-05-23T11:27:08.150402,Non-edible,Is this mushroom classified as edible or non-edible?
206382,2023-05-23T11:27:08.540136,728,266589,,190.62.103.252,2023-05-23T11:27:08.646375,Edible,Is this mushroom classified as edible or non-edible?
206383,2023-05-23T11:27:08.873443,728,266682,,190.62.103.252,2023-05-23T11:27:09.184768,Non-edible,Is this mushroom classified as edible or non-edible?
206384,2023-05-23T11:27:09.337249,728,266743,,190.62.103.252,2023-05-23T11:27:09.808957,I don't know,Is this mushroom classified as edible or non-edible?
206385,2023-05-23T11:27:10.202488,728,266633,,190.62.103.252,2023-05-23T11:27:10.362722,Non-edible,Is this mushroom classified as edible or non-edible?
206386,2023-05-23T11:27:10.590327,728,266772,,190.62.103.252,2023-05-23T11:27:10.875865,Non-edible,Is this mushroom classified as edible or non-edible?
206387,2023-05-23T11:27:11.249338,728,266712,,190.62.103.252,2023-05-23T11:27:11.370581,Non-edible,Is this mushroom classified as edible or non-edible?
